Year,State,Collection,Pounds,Species,Confidentiality,Dollars
2017,ALABAMA,Commercial,287,CATFISHES-BULLHEADS,Public,182
2017,ALABAMA,Commercial,47,"HIND, SPECKLED",Public,182
2017,ALABAMA,Commercial,338,"RUDDERFISH, BANDED",Public,441
2017,ALABAMA,Commercial,384,"SNAPPER, GRAY",Public,963
2017,ALABAMA,Commercial,280,"SNAPPER, LANE",Public,621
2017,ALABAMA,Commercial,210,TRIPLETAIL,Public,242
2017,CALIFORNIA,Commercial,441,"CRAB, SOUTHERN TANNER",Public,17
2017,CALIFORNIA,Commercial,882,GIANT GRENADIER,Public,369
2017,CALIFORNIA,Commercial,220,"PRICKLEBACK, MONKEYFACE",Public,220
2017,CALIFORNIA,Commercial,441,RATFISH SPOTTED,Public,76
2017,CALIFORNIA,Commercial,220,"ROCKFISH, GREENBLOTCHED",Public,249
2017,CALIFORNIA,Commercial,661,"ROCKFISH, PACIFIC OCEAN PERCH",Public,204
2017,CALIFORNIA,Commercial,220,"ROCKFISH, SHORTBELLY",Public,3
2017,CALIFORNIA,Commercial,220,"ROCKFISH, SQUARESPOT",Public,713
2017,CALIFORNIA,Commercial,220,"ROCKFISH, YELLOWEYE",Public,493
2017,CALIFORNIA,Commercial,882,ROUGHEYE ROCKFISH,Public,442
2017,CALIFORNIA,Commercial,220,SQUIDS,Public,2
2017,CONNECTICUT,Commercial,40,ATLANTIC SILVERSIDE,Public,320
2017,CONNECTICUT,Commercial,55,"BONITO, ATLANTIC",Public,45
2017,CONNECTICUT,Commercial,75,CARIDEA,Public,450
2017,CONNECTICUT,Commercial,143,"CARP, COMMON",Public,143
2017,CONNECTICUT,Commercial,15,"CATFISH, CHANNEL",Public,2
2017,CONNECTICUT,Commercial,21,"CATFISHES-BULLHEADS, UNCLASSIFIED",Public,159
2017,CONNECTICUT,Commercial,78,"CRAB, ATLANTIC ROCK",Public,79
2017,CONNECTICUT,Commercial,796,"CRAB, JONAH",Public,433
2017,CONNECTICUT,Commercial,14,CUNNER,Public,15
2017,CONNECTICUT,Commercial,14,"DRUM, BLACK",Public,5
2017,CONNECTICUT,Commercial,367,"EEL, CONGER",Public,172
2017,CONNECTICUT,Commercial,544,HADDOCK,Public,477
2017,CONNECTICUT,Commercial,80,"HALIBUT, ATLANTIC",Public,560
2017,CONNECTICUT,Commercial,25,"JACK, CREVALLE",Public,10
2017,CONNECTICUT,Commercial,160,KILLIFISH FAMILY,Public,800
2017,CONNECTICUT,Commercial,120,KINGFISHES,Public,222
2017,CONNECTICUT,Commercial,92,LEATHERJACKETS,Public,141
2017,CONNECTICUT,Commercial,181,"MACKEREL, KING",Public,146
2017,CONNECTICUT,Commercial,246,MULLETS,Public,446
2017,CONNECTICUT,Commercial,20,OCEAN POUT,Public,6
2017,CONNECTICUT,Commercial,5,OCTOPUS,Public,13
2017,CONNECTICUT,Commercial,78,"PERCH, WHITE",Public,130
2017,CONNECTICUT,Commercial,12,"REDFISH, ACADIAN",Public,11
2017,CONNECTICUT,Commercial,3,"RUNNER, BLUE",Public,3
2017,CONNECTICUT,Commercial,505,"SEAROBIN, NORTHERN",Public,316
2017,CONNECTICUT,Commercial,4,"SEATROUT, SPOTTED",Public,7
2017,CONNECTICUT,Commercial,30,"SHAD, GIZZARD",Public,3
2017,CONNECTICUT,Commercial,16,"SHAD, HICKORY",Public,9
2017,CONNECTICUT,Commercial,-1,"SHRIMP, BROWN",Public,229
2017,CONNECTICUT,Commercial,1,SPOT,Public,1
2017,CONNECTICUT,Commercial,70,"SQUID, SHORTFIN ILLEX",Public,41
2017,CONNECTICUT,Commercial,3,"STARGAZER, NOTHERN",Public,1
2017,CONNECTICUT,Commercial,339,"TILEFISH, BLUELINE",Public,397
2017,CONNECTICUT,Commercial,30,"TROUT, RAINBOW",Public,54
2017,CONNECTICUT,Commercial,82,"TUNA, ALBACORE",Public,43
2017,CONNECTICUT,Commercial,168,"TUNA, LITTLE TUNNY",Public,164
2017,CONNECTICUT,Commercial,93,"TUNA, SKIPJACK",Public,29
2017,DELAWARE,Commercial,699,"DRUM, BLACK",Public,425
2017,DELAWARE,Commercial,184,FINFISH,Public,485
2017,DELAWARE,Commercial,53,"KINGFISH, NORTHERN",Public,43
2017,DELAWARE,Commercial,9,"SHARK, DOGFISH",Public,9
2017,DELAWARE,Commercial,188,"TRIGGERFISH, GRAY",Public,84
2017,FLORIDA,Commercial,100,"ANEMONE, GIANT CARIBBEAN",Public,125
2017,FLORIDA,Commercial,4,ANGELWING,Public,4
2017,FLORIDA,Commercial,3,ANGULAR TRITON,Public,15
2017,FLORIDA,Commercial,95,ATLANTIC DEER COWRIE,Public,155
2017,FLORIDA,Commercial,18,BANDED BLENNY,Public,34
2017,FLORIDA,Commercial,222,BANDED BUTTERFLYFISH,Public,876
2017,FLORIDA,Commercial,9,BANDED GUITARFISH,Public,739
2017,FLORIDA,Commercial,4,BARRED BLENNY,Public,25
2017,FLORIDA,Commercial,230,BASKET STAR,Public,718
2017,FLORIDA,Commercial,57,"BASS, LONGTAIL",Public,96
2017,FLORIDA,Commercial,192,BEAUGREGORY,Public,603
2017,FLORIDA,Commercial,240,BICOLOR DAMSELFISH,Public,405
2017,FLORIDA,Commercial,35,BIGSCALE POMFRET,Public,88
2017,FLORIDA,Commercial,11,"BISCUIT, INFLATED SEA",Public,16
2017,FLORIDA,Commercial,5,BLACK BROTULA,Public,200
2017,FLORIDA,Commercial,7,BLACKBAR SOLDIERFISH,Public,155
2017,FLORIDA,Commercial,6,BLACKEAR WRASSE,Public,19
2017,FLORIDA,Commercial,35,BLACKEDGE MORAY,Public,130
2017,FLORIDA,Commercial,30,BOX CRABS,Public,538
2017,FLORIDA,Commercial,46,BOXFISH GENUS,Public,316
2017,FLORIDA,Commercial,195,BOXFISHES,Public,284
2017,FLORIDA,Commercial,146,BROWN CHROMIS,Public,254
2017,FLORIDA,Commercial,6,BRYOZOANS,Public,87
2017,FLORIDA,Commercial,79,CARDINALFISH FAMILY,Public,145
2017,FLORIDA,Commercial,95,CARIBBEAN REEF OCTOPUS,Public,934
2017,FLORIDA,Commercial,52,CHALK BASS,Public,260
2017,FLORIDA,Commercial,37,CHAMIDAE,Public,67
2017,FLORIDA,Commercial,30,CHERUBFISH,Public,185
2017,FLORIDA,Commercial,11,"CLAM, SUNRAY VENUS",Public,153
2017,FLORIDA,Commercial,1,CLEANER SHRIMP,Public,3
2017,FLORIDA,Commercial,64,CLINGFISH FAMILY,Public,169
2017,FLORIDA,Commercial,348,CLOWN WRASSE,Public,831
2017,FLORIDA,Commercial,42,COCOA DAMSELFISH,Public,60
2017,FLORIDA,Commercial,6,CONEY,Public,26
2017,FLORIDA,Commercial,41,CONUS,Public,125
2017,FLORIDA,Commercial,12,"COWRIE, ATLANTIC GRAY",Public,31
2017,FLORIDA,Commercial,16,CUBBYU,Public,57
2017,FLORIDA,Commercial,92,DOCTORFISH,Public,472
2017,FLORIDA,Commercial,10,"DOLLAR, NOTCHED SAND",Public,25
2017,FLORIDA,Commercial,25,"DOLLARS, SIX-HOLED KEYHOLE SAND",Public,450
2017,FLORIDA,Commercial,9,DRAGONETS,Public,68
2017,FLORIDA,Commercial,18,DUSKY DAMSELFISH,Public,35
2017,FLORIDA,Commercial,388,DUSKY JAWFISH,Public,594
2017,FLORIDA,Commercial,2,EAGLE RAY FAMILY,Public,8
2017,FLORIDA,Commercial,59,EELS,Public,113
2017,FLORIDA,Commercial,10,FIG,Public,138
2017,FLORIDA,Commercial,82,FILEFISH,Public,599
2017,FLORIDA,Commercial,250,"FILEFISH, PYGMY",Public,325
2017,FLORIDA,Commercial,204,FLAMINGO TONGUE,Public,130
2017,FLORIDA,Commercial,101,FLORIDA BLENNY,Public,294
2017,FLORIDA,Commercial,156,FLORIDA REGAL DORIS,Public,263
2017,FLORIDA,Commercial,40,FROGFISHES,Public,435
2017,FLORIDA,Commercial,17,GLASS BLENNY,Public,29
2017,FLORIDA,Commercial,13,GOLDENTAIL MORAY,Public,172
2017,FLORIDA,Commercial,26,"GROUPER, MISTY",Public,110
2017,FLORIDA,Commercial,7,"GROUPER, TIGER",Public,35
2017,FLORIDA,Commercial,34,"GROUPER, YELLOWFIN",Public,170
2017,FLORIDA,Commercial,62,"GROUPER, YELLOWMOUTH",Public,321
2017,FLORIDA,Commercial,137,"GRUNT, COTTONWICK",Public,733
2017,FLORIDA,Commercial,6,"GRUNT, TOMTATE",Public,42
2017,FLORIDA,Commercial,12,GYMNACHIRUS,Public,24
2017,FLORIDA,Commercial,21,HAIRY BLENNY,Public,53
2017,FLORIDA,Commercial,461,"HAKES, RED AND WHITE",Public,907
2017,FLORIDA,Commercial,204,HARLEQUIN BASS,Public,578
2017,FLORIDA,Commercial,343,HAWKWING CONCH,Public,365
2017,FLORIDA,Commercial,66,HORSE CONCH,Public,350
2017,FLORIDA,Commercial,110,HYDRALIKE ANIMALS,Public,165
2017,FLORIDA,Commercial,3,INSHORE LIZARDFISH,Public,66
2017,FLORIDA,Commercial,205,"JACK, HORSE-EYE",Public,197
2017,FLORIDA,Commercial,9,KEY BROTULA,Public,46
2017,FLORIDA,Commercial,80,LANTERN BASS,Public,194
2017,FLORIDA,Commercial,1,LEATHERJACKETS,Public,4
2017,FLORIDA,Commercial,2,LESSER ELECTRIC RAY,Public,132
2017,FLORIDA,Commercial,156,LIBINIA,Public,125
2017,FLORIDA,Commercial,1,LIONS-PAW SCALLOP,Public,40
2017,FLORIDA,Commercial,17,LONGFIN DAMSELFISH,Public,56
2017,FLORIDA,Commercial,37,LONGSNOUT BUTTERFLYFISH,Public,528
2017,FLORIDA,Commercial,177,MAJOIDEA,Public,479
2017,FLORIDA,Commercial,268,MARBLED BLENNY,Public,440
2017,FLORIDA,Commercial,47,MARBLED GROUPER,Public,164
2017,FLORIDA,Commercial,59,MEASLED COWRIE,Public,121
2017,FLORIDA,Commercial,334,MESOGASTROPODA,Public,545
2017,FLORIDA,Commercial,37,MIDNIGHT PARROTFISH,Public,966
2017,FLORIDA,Commercial,41,MILK CONCH,Public,144
2017,FLORIDA,Commercial,817,MITHRACULUS RUBER,Public,399
2017,FLORIDA,Commercial,1,"MUSSELS, PERNA",Public,20
2017,FLORIDA,Commercial,23,NAKED GOBY,Public,29
2017,FLORIDA,Commercial,71,OPAH,Public,71
2017,FLORIDA,Commercial,16,ORANGESPOTTED FILEFISH,Public,155
2017,FLORIDA,Commercial,498,PAGURISTES ERYTHROPS,Public,176
2017,FLORIDA,Commercial,39,PAGURISTES PUNCTICEPS,Public,29
2017,FLORIDA,Commercial,6,PEPPERMINT BASS,Public,180
2017,FLORIDA,Commercial,29,"PINFISH, SPOTTAIL",Public,27
2017,FLORIDA,Commercial,53,"POMFRETS, UNCLASSIFIED",Public,99
2017,FLORIDA,Commercial,175,"PORGY, LITTLEHEAD",Public,461
2017,FLORIDA,Commercial,191,"PORGY, LONGSPINE",Public,201
2017,FLORIDA,Commercial,35,PUDDINGWIFE (WRASSE),Public,575
2017,FLORIDA,Commercial,73,PURPLE REEFFISH,Public,169
2017,FLORIDA,Commercial,25,QUEEN PARROTFISH,Public,370
2017,FLORIDA,Commercial,10,RANELLIDAE,Public,53
2017,FLORIDA,Commercial,3,"RAYS, BUTTERFLY",Public,248
2017,FLORIDA,Commercial,57,RED BREAM,Public,100
2017,FLORIDA,Commercial,166,REDBAND PARROTFISH,Public,879
2017,FLORIDA,Commercial,46,REDLIP BLENNY,Public,149
2017,FLORIDA,Commercial,38,REDSPOTTED HAWKFISH,Public,127
2017,FLORIDA,Commercial,12,REEF CROAKER,Public,58
2017,FLORIDA,Commercial,989,REEF SCORPIONFISH,Public,930
2017,FLORIDA,Commercial,4,REMORA FAMILY,Public,11
2017,FLORIDA,Commercial,49,RINGED ANEMONE,Public,50
2017,FLORIDA,Commercial,13,SABELLIDAE,Public,61
2017,FLORIDA,Commercial,88,SADDLED BLENNY,Public,222
2017,FLORIDA,Commercial,5,SAND DOLLAR,Public,16
2017,FLORIDA,Commercial,9,"SAND PERCH, DWARF",Public,72
2017,FLORIDA,Commercial,80,SARGASSUMFISH,Public,496
2017,FLORIDA,Commercial,128,SERGEANT MAJOR,Public,318
2017,FLORIDA,Commercial,9,SERPULIDAE,Public,42
2017,FLORIDA,Commercial,134,SESSILE TUNICATES,Public,136
2017,FLORIDA,Commercial,173,"SHAD, GIZZARD",Public,43
2017,FLORIDA,Commercial,12,SHARK EYE,Public,7
2017,FLORIDA,Commercial,336,"SHARK, SILKY",Public,206
2017,FLORIDA,Commercial,336,"SHARK, SILKY",Public,206
2017,FLORIDA,Commercial,57,"SHARK, SMOOTH DOGFISH",Public,113
2017,FLORIDA,Commercial,57,SHARKSUCKER,Public,184
2017,FLORIDA,Commercial,521,SHARPNOSE PUFFER,Public,980
2017,FLORIDA,Commercial,1,SHARPTAIL EEL,Public,10
2017,FLORIDA,Commercial,38,"SHRIMP, ROCK",Public,210
2017,FLORIDA,Commercial,104,SLIPPERY DICK,Public,170
2017,FLORIDA,Commercial,28,"SNAIL, MOON",Public,405
2017,FLORIDA,Commercial,30,"SNAPPER, MAHOGANY",Public,123
2017,FLORIDA,Commercial,134,SNAPPERS,Public,272
2017,FLORIDA,Commercial,1,SOUTHERN STARGAZER,Public,12
2017,FLORIDA,Commercial,7,SOUTHERN STINGRAY,Public,86
2017,FLORIDA,Commercial,425,SPECKLED WORM EEL,Public,51
2017,FLORIDA,Commercial,168,SPINY FILECLAM,Public,250
2017,FLORIDA,Commercial,230,SPIROBRANCHUS GIGANTEUS,Public,620
2017,FLORIDA,Commercial,17,SPOTFIN JAWFISHES,Public,56
2017,FLORIDA,Commercial,9,SPOTTED BURRFISH,Public,962
2017,FLORIDA,Commercial,218,SPOTTED CLEANER SHRIMP,Public,867
2017,FLORIDA,Commercial,35,SPOTTED GOATFISH,Public,992
2017,FLORIDA,Commercial,51,SPOTTED MORAY,Public,416
2017,FLORIDA,Commercial,22,SPOTTED SPINY LOBSTER,Public,458
2017,FLORIDA,Commercial,50,SPOTTED TRUNKFISH,Public,785
2017,FLORIDA,Commercial,9,STARGAZER FAMILY,Public,43
2017,FLORIDA,Commercial,175,STRIPED PARROTFISH,Public,582
2017,FLORIDA,Commercial,242,SUN ANEMONE,Public,126
2017,FLORIDA,Commercial,264,SUNSHINEFISH,Public,435
2017,FLORIDA,Commercial,5,THREELINE BASSLET,Public,95
2017,FLORIDA,Commercial,1,THREESPOT DAMSELFISH,Public,3
2017,FLORIDA,Commercial,42,TIGER GOBY,Public,92
2017,FLORIDA,Commercial,300,"TILEFISH, SAND",Public,716
2017,FLORIDA,Commercial,46,TOBACCOFISH,Public,92
2017,FLORIDA,Commercial,584,TRUE TULIP,Public,913
2017,FLORIDA,Commercial,184,TWOSPOT CARDINALFISH,Public,472
2017,FLORIDA,Commercial,3,"WHELK, KNOBBED",Public,41
2017,FLORIDA,Commercial,9,WRASSE BASS,Public,900
2017,FLORIDA,Commercial,1,WRASSE BLENNY,Public,10
2017,FLORIDA,Commercial,90,XYRICHTYS,Public,320
2017,FLORIDA,Commercial,246,YELLOWHEAD WRASSE,Public,544
2017,FLORIDA,Commercial,32,YELLOWLINE GOBY,Public,52
2017,FLORIDA,Commercial,105,YELLOWTAIL DAMSELFISH,Public,467
2017,FLORIDA,Commercial,2,YELLOWTAIL REEFFISH,Public,6
2017,HAWAII,Commercial,74,"JACK, BLACK",Public,206
2017,HAWAII,Commercial,226,LARGEMOUTHED LEATHERSKIN,Public,576
2017,HAWAII,Commercial,310,LEATHERJACKETS,Public,724
2017,HAWAII,Commercial,88,"LOBSTER, SLIPPER",Public,745
2017,LOUISIANA,Commercial,104,"BASS, LONGTAIL",Public,100
2017,LOUISIANA,Commercial,226,BLUEFISH,Public,151
2017,LOUISIANA,Commercial,211,BULLHEADS,Public,56
2017,LOUISIANA,Commercial,3,EUROPEAN SPADEFOOT TOADS,Public,43
2017,LOUISIANA,Commercial,49,FINFISH,Public,59
2017,LOUISIANA,Commercial,303,"GROUPER, MARBLED",Public,807
2017,LOUISIANA,Commercial,24,"GROUPER, YELLOWFIN",Public,80
2017,LOUISIANA,Commercial,174,"HAKES, RED AND WHITE",Public,208
2017,LOUISIANA,Commercial,113,"HIND, RED",Public,297
2017,LOUISIANA,Commercial,627,"JACK, ALMACO",Public,996
2017,LOUISIANA,Commercial,519,"JACK, CREVALLE",Public,100
2017,LOUISIANA,Commercial,903,KINGFISHES,Public,860
2017,LOUISIANA,Commercial,278,"RUNNER, BLUE",Public,265
2017,LOUISIANA,Commercial,165,"SNAPPER, BLACKFIN",Public,454
2017,LOUISIANA,Commercial,21,"SNAPPER, DOG",Public,38
2017,LOUISIANA,Commercial,189,"SNAPPER, QUEEN",Public,367
2017,LOUISIANA,Commercial,286,SPOT,Public,213
2017,LOUISIANA,Commercial,8,"TILEFISH, BLUELINE",Public,11
2017,LOUISIANA,Commercial,41,"TUNA, LITTLE TUNNY",Public,22
2017,LOUISIANA,Commercial,27,WENCHMAN,Public,48
2017,MARYLAND,Commercial,240,ALEWIFE,Public,26
2017,MARYLAND,Commercial,41,"BONITO, ATLANTIC",Public,44
2017,MARYLAND,Commercial,423,"DRUM, BLACK",Public,273
2017,MARYLAND,Commercial,626,"DRUM, RED",Public,868
2017,MARYLAND,Commercial,101,GAR GENUS,Public,75
2017,MARYLAND,Commercial,524,"HAKE, RED",Public,429
2017,MARYLAND,Commercial,65,LEATHERJACKETS,Public,76
2017,MARYLAND,Commercial,557,"SHARK, THRESHER",Public,658
2017,MASSACHUSETTS,Commercial,110,CUNNER,Public,151
2017,MASSACHUSETTS,Commercial,87,FINFISH,Public,148
2017,MICHIGAN,Commercial,165,BOWFIN,Public,50
2017,MICHIGAN,Commercial,387,BURBOT,Public,560
2017,MINNESOTA,Commercial,80,SUCKERS,Public,17
2017,MISSISSIPPI,Commercial,11,PINFISH,Public,5
2017,MISSISSIPPI,Commercial,521,"RUNNER, BLUE",Public,296
2017,MISSISSIPPI,Commercial,290,TRIPLETAIL,Public,879
2017,NEW HAMPSHIRE,Commercial,369,"REDFISH, ACADIAN",Public,336
2017,NEW JERSEY,Commercial,462,"MACKEREL, SPANISH",Public,722
2017,NEW JERSEY,Commercial,43,"RUNNER, BLUE",Public,43
2017,NEW JERSEY,Commercial,40,SHEEPSHEAD,Public,42
2017,NEW JERSEY,Commercial,132,SPOT,Public,158
2017,NEW JERSEY,Commercial,50,"STARGAZER, NOTHERN",Public,19
2017,NEW JERSEY,Commercial,279,"TUNA, SKIPJACK",Public,505
2017,NEW YORK,Commercial,701,ALEWIFE,Public,77
2017,NEW YORK,Commercial,177,COBIA,Public,405
2017,NEW YORK,Commercial,183,"DRUM, BLACK",Public,280
2017,NEW YORK,Commercial,79,"FLOUNDER, WITCH",Public,202
2017,NEW YORK,Commercial,59,GARS,Public,31
2017,NEW YORK,Commercial,276,"HAKE, WHITE",Public,164
2017,NEW YORK,Commercial,148,"HAKES, RED AND WHITE",Public,126
2017,NEW YORK,Commercial,509,"HERRING, LAKE OR CISCO",Public,255
2017,NEW YORK,Commercial,105,"JACK, CREVALLE",Public,66
2017,NEW YORK,Commercial,432,KINGFISHES,Public,394
2017,NEW YORK,Commercial,266,"MACKEREL, KING",Public,552
2017,NEW YORK,Commercial,82,MANTIS SHRIMPS,Public,99
2017,NEW YORK,Commercial,17,"RAVEN, SEA",Public,19
2017,NEW YORK,Commercial,28,"RUNNER, BLUE",Public,27
2017,NEW YORK,Commercial,31,SHEEPSHEAD,Public,43
2017,NEW YORK,Commercial,114,TOADFISHES,Public,281
2017,NEW YORK,Commercial,272,"TUNA, SKIPJACK",Public,283
2017,NORTH CAROLINA,Commercial,200,BAR JACK,Public,86
2017,NORTH CAROLINA,Commercial,509,"BASS, ROCK SEA",Public,545
2017,NORTH CAROLINA,Commercial,183,BIGEYE FAMILY,Public,161
2017,NORTH CAROLINA,Commercial,512,BOWFIN,Public,66
2017,NORTH CAROLINA,Commercial,209,CREOLE-FISH,Public,499
2017,NORTH CAROLINA,Commercial,761,"EEL, CONGER",Public,434
2017,NORTH CAROLINA,Commercial,13,GRAYSBY,Public,45
2017,NORTH CAROLINA,Commercial,992,"MACKEREL, ATLANTIC",Public,471
2017,NORTH CAROLINA,Commercial,158,MARGATE,Public,161
2017,NORTH CAROLINA,Commercial,330,OCTOPUS,Public,693
2017,NORTH CAROLINA,Commercial,52,PERMIT,Public,35
2017,NORTH CAROLINA,Commercial,521,PINFISH,Public,143
2017,NORTH CAROLINA,Commercial,420,SCORPIONFISHES,Public,895
2017,NORTH CAROLINA,Commercial,944,SEAROBINS,Public,216
2017,NORTH CAROLINA,Commercial,218,"SHARK, BONNETHEAD",Public,75
2017,NORTH CAROLINA,Commercial,313,"SHARK, LEMON",Public,89
2017,NORTH CAROLINA,Commercial,63,"SNAPPER, BLACKFIN",Public,212
2017,NORTH CAROLINA,Commercial,305,"SNAPPER, CUBERA",Public,959
2017,NORTH CAROLINA,Commercial,8,"SNAPPER, YELLOWTAIL",Public,30
2017,NORTH CAROLINA,Commercial,37,SNAPPERS,Public,70
2017,NORTH CAROLINA,Commercial,424,"SQUID, SHORTFIN ILLEX",Public,593
2017,NORTH CAROLINA,Commercial,116,TAUTOG,Public,278
2017,NORTH CAROLINA,Commercial,660,"TILEFISH, SAND",Public,475
2017,NORTH CAROLINA,Commercial,334,"TRIGGERFISH, QUEEN",Public,999
2017,OHIO,Commercial,173,BURBOT,Public,46
2017,OREGON,Commercial,882,"ROCKFISH, YELLOWEYE",Public,645
2017,OREGON,Commercial,441,"SHARK, SOUPFIN",Public,34
2017,OREGON,Commercial,220,"SHARK, THRESHER",Public,134
2017,OREGON,Commercial,220,"SOLE, CURLFIN",Public,26
2017,PENNSYLVANIA,Commercial,2,"BASS, WHITE",Public,4
2017,PENNSYLVANIA,Commercial,319,BURBOT,Public,399
2017,PENNSYLVANIA,Commercial,10,"CARP, COMMON",Public,9
2017,PENNSYLVANIA,Commercial,313,"SMELT, RAINBOW",Public,313
2017,PENNSYLVANIA,Commercial,12,"WHITEFISH, LAKE",Public,31
2017,RHODE ISLAND,Commercial,115,COBIA,Public,296
2017,RHODE ISLAND,Commercial,227,"HAKE, WHITE",Public,166
2017,RHODE ISLAND,Commercial,80,POLLOCK,Public,94
2017,RHODE ISLAND,Commercial,120,"REDFISH, ACADIAN",Public,81
2017,RHODE ISLAND,Commercial,509,"SHARKS, UNCLASSIFIED",Public,395
2017,SOUTH CAROLINA,Commercial,87,BIGEYE,Public,173
2017,SOUTH CAROLINA,Commercial,69,CREOLE-FISH,Public,243
2017,SOUTH CAROLINA,Commercial,256,"CROAKER, ATLANTIC",Public,227
2017,SOUTH CAROLINA,Commercial,58,FINFISH,Public,38
2017,SOUTH CAROLINA,Commercial,65,"FLOUNDER, SOUTHERN",Public,265
2017,SOUTH CAROLINA,Commercial,916,"GRUNT, TOMTATE",Public,849
2017,SOUTH CAROLINA,Commercial,135,"MACKEREL, SPANISH",Public,153
2017,SOUTH CAROLINA,Commercial,414,"POMPANO, FLORIDA",Public,414
2017,SOUTH CAROLINA,Commercial,77,"PORGY, WHITEBONE",Public,83
2017,SOUTH CAROLINA,Commercial,113,"RUNNER, BLUE",Public,288
2017,SOUTH CAROLINA,Commercial,378,SCORPIONFISHES,Public,935
2017,SOUTH CAROLINA,Commercial,20,SCUPS OR PORGIES,Public,25
2017,SOUTH CAROLINA,Commercial,67,SHEEPSHEAD,Public,141
2017,SOUTH CAROLINA,Commercial,133,"SNAPPER, QUEEN",Public,493
2017,SOUTH CAROLINA,Commercial,208,"SNAPPER, YELLOWTAIL",Public,802
2017,TEXAS,Commercial,75,ATLANTIC SPADEFISH,Public,95
2017,TEXAS,Commercial,288,KINGFISHES,Public,307
2017,TEXAS,Commercial,146,"POMPANO, FLORIDA",Public,475
2017,TEXAS,Commercial,576,"SEATROUT, SAND",Public,578
2017,TEXAS,Commercial,18,"SHARK, BLACKTIP",Public,23
2017,TEXAS,Commercial,160,"SHARKS, UNCLASSIFIED",Public,911
2017,TEXAS,Commercial,218,"SNAPPER, LANE",Public,615
2017,TEXAS,Commercial,300,"TRIGGERFISH, GRAY",Public,410
2017,VIRGINIA,Commercial,100,AMBERJACK,Public,125
2017,VIRGINIA,Commercial,643,CATFISHES-BULLHEADS,Public,122
2017,VIRGINIA,Commercial,188,FINFISH,Public,134
2017,VIRGINIA,Commercial,67,SERRANUS SCRIBA,Public,34
2017,VIRGINIA,Commercial,366,"SHAD, HICKORY",Public,163
2017,VIRGINIA,Commercial,72,SNAKEHEAD,Public,72
2017,WASHINGTON,Commercial,441,"ROCKFISH, BLACK",Public,415
2017,WASHINGTON,Commercial,441,SCULPINS,Public,250
2017,WISCONSIN,Commercial,24,"BASS, WHITE",Public,16
2017,WISCONSIN,Commercial,56,"CATFISH, CHANNEL",Public,224
2017,WISCONSIN,Commercial,135,"DRUM, FRESHWATER",Public,21
2017,WISCONSIN,Commercial,756,"PERCH, WHITE",Public,394
2016,ALABAMA,Commercial,291,DOLPHINFISH,Public,645
2016,ALABAMA,Commercial,677,DRUMS,Public,399
2016,ALABAMA,Commercial,228,"SNAPPER, LANE",Public,578
2016,ALABAMA,Commercial,421,TRIPLETAIL,Public,431
2016,ALABAMA,Commercial,263,WAHOO,Public,670
2016,CALIFORNIA,Commercial,441,"FLOUNDERS, RIGHTEYE",Public,775
2016,CALIFORNIA,Commercial,661,ROCK SOLE,Public,399
2016,CALIFORNIA,Commercial,661,"ROCKFISH, COWCOD",Public,517
2016,CALIFORNIA,Commercial,441,"ROCKFISH, GREENBLOTCHED",Public,479
2016,CALIFORNIA,Commercial,441,"ROCKFISH, PACIFIC OCEAN PERCH",Public,205
2016,CALIFORNIA,Commercial,441,"ROCKFISH, ROSY",Public,977
2016,CALIFORNIA,Commercial,441,"ROCKFISH, SHORTBELLY",Public,112
2016,CALIFORNIA,Commercial,661,"ROCKFISH, STRIPETAIL",Public,353
2016,CALIFORNIA,Commercial,220,"SKATE, CALIFORNIA",Public,110
2016,CALIFORNIA,Commercial,882,"SKATE, ROUGHTAIL",Public,496
2016,CALIFORNIA,Commercial,441,"SOLE, DEEPSEA",Public,340
2016,CALIFORNIA,Commercial,661,"SOLE, SLENDER",Public,404
2016,CALIFORNIA,Commercial,661,THRESHER SHARKS,Public,366
2016,CONNECTICUT,Commercial,4,"ANCHOVY, BAY",Public,4
2016,CONNECTICUT,Commercial,32,"BONITO, ATLANTIC",Public,43
2016,CONNECTICUT,Commercial,202,"CARP, COMMON",Public,202
2016,CONNECTICUT,Commercial,37,"CRAB, ATLANTIC ROCK",Public,19
2016,CONNECTICUT,Commercial,217,"CRAB, BLUE",Public,566
2016,CONNECTICUT,Commercial,145,"CRAB, JONAH",Public,88
2016,CONNECTICUT,Commercial,6,CUNNER,Public,5
2016,CONNECTICUT,Commercial,564,"EEL, CONGER",Public,378
2016,CONNECTICUT,Commercial,208,"FLOUNDER, AMERICAN PLAICE",Public,200
2016,CONNECTICUT,Commercial,864,FOURSPOT FLOUNDER,Public,686
2016,CONNECTICUT,Commercial,466,"GOOSEFISH, BLACKFIN",Public,969
2016,CONNECTICUT,Commercial,61,"GROUPER, SNOWY",Public,244
2016,CONNECTICUT,Commercial,13,"HAKE, WHITE",Public,13
2016,CONNECTICUT,Commercial,150,"HAKES, RED AND WHITE",Public,102
2016,CONNECTICUT,Commercial,243,"KINGFISH, NORTHERN",Public,274
2016,CONNECTICUT,Commercial,40,KINGFISHES,Public,53
2016,CONNECTICUT,Commercial,26,LEATHERJACKETS,Public,35
2016,CONNECTICUT,Commercial,1,MANTIS SHRIMPS,Public,1
2016,CONNECTICUT,Commercial,3,"MULLET, STRIPED (LIZA)",Public,12
