Year,State,Collection,Pounds,Species,Confidentiality,Dollars
1977,GEORGIA,Commercial,200,SHEEPSHEAD,Public,68
1977,GEORGIA,Commercial,100,SQUIDS,Public,30
1977,GEORGIA,Commercial,200,"TILEFISH, GOLDEN",Public,55
1977,INDIANA,Commercial,388,"TROUT, BROWN",Public,242
1977,LOUISIANA,Commercial,300,COBIA,Public,42
1977,LOUISIANA,Commercial,100,PADDLEFISH,Public,12
1977,LOUISIANA,Commercial,200,"SHRIMP, FW",Public,76
1977,LOUISIANA,Commercial,100,SQUIDS,Public,13
1977,LOUISIANA,Commercial,100,"TURTLE, TERRAPIN",Public,29
1977,MAINE,Commercial,300,"BASS, STRIPED",Public,128
1977,MAINE,Commercial,200,BLUEFISH,Public,45
1977,MAINE,Commercial,900,"BUTTERFISH, UNCLASSIFIED",Public,156
1977,MAINE,Commercial,100,"SALMON, ATLANTIC",Public,100
1977,MARYLAND,Commercial,400,"COD, ATLANTIC",Public,150
1977,MARYLAND,Commercial,600,"DRUM, BLACK",Public,47
1977,MARYLAND,Commercial,200,"MULLET, STRIPED (LIZA)",Public,33
1977,MARYLAND,Commercial,300,SUCKERS,Public,28
1977,MARYLAND,Commercial,500,SWORDFISH,Public,882
1977,MARYLAND,Commercial,400,"TURTLE, TERRAPIN",Public,224
1977,MASSACHUSETTS,Commercial,900,"BONITO, ATLANTIC",Public,625
1977,MASSACHUSETTS,Commercial,200,"SHAD, AMERICAN",Public,24
1977,MASSACHUSETTS,Commercial,100,"SMELT, RAINBOW",Public,11
1977,MICHIGAN,Commercial,4,"BASS, ROCK",Public,2
1977,MINNESOTA,Commercial,365,"WHITEFISH, LAKE",Public,191
1977,MISSISSIPPI,Commercial,300,COBIA,Public,105
1977,MISSISSIPPI,Commercial,300,COBIA,Public,105
1977,NEW HAMPSHIRE,Commercial,200,BLUEFISH,Public,40
1977,NEW JERSEY,Commercial,700,"FLOUNDER, WINDOWPANE",Public,122
1977,NEW JERSEY,Commercial,400,HADDOCK,Public,176
1977,NEW JERSEY,Commercial,400,"MACKEREL, SPANISH",Public,117
1977,NEW JERSEY,Commercial,600,SKATES,Public,78
1977,NEW JERSEY,Commercial,300,TURTLES,Public,34
1977,NEW YORK,Commercial,800,CUNNER,Public,80
1977,NEW YORK,Commercial,100,DOLPHINFISH,Public,20
1977,NEW YORK,Commercial,500,SUCKERS,Public,165
1977,NEW YORK,Commercial,500,,Public,250
1977,NORTH CAROLINA,Commercial,900,GRUNTS,Public,212
1977,NORTH CAROLINA,Commercial,600,OCTOPUS,Public,338
1977,OREGON,Commercial,200,ANCHOVIES,Public,200
1977,OREGON,Commercial,200,"CLAM, PACIFIC LITTLENECK",Public,798
1977,OREGON,Commercial,400,"CLAM, SOFTSHELL",Public,704
1977,OREGON,Commercial,300,"COCKLE, NUTTALL",Public,346
1977,OREGON,Commercial,800,"SALMON, CHUM",Public,558
1977,OREGON,Commercial,200,"SALMON, SOCKEYE",Public,221
1977,OREGON,Commercial,100,WOLF-EEL,Public,10
1977,PENNSYLVANIA,Commercial,549,"CATFISH, CHANNEL",Public,267
1977,PENNSYLVANIA,Commercial,57,"TROUT, LAKE",Public,44
1977,PENNSYLVANIA,Commercial,25,"WHITEFISH, LAKE",Public,19
1977,RHODE ISLAND,Commercial,400,"CROAKER, ATLANTIC",Public,74
1977,RHODE ISLAND,Commercial,800,"SHAD, AMERICAN",Public,185
1977,RHODE ISLAND,Commercial,400,"SHARKS, UNCLASSIFIED",Public,134
1977,RHODE ISLAND,Commercial,600,STURGEONS,Public,122
1977,RHODE ISLAND,Commercial,700,TUNAS,Public,576
1977,SOUTH CAROLINA,Commercial,200,AMBERJACK,Public,24
1977,SOUTH CAROLINA,Commercial,600,"CROAKER, ATLANTIC",Public,110
1977,SOUTH CAROLINA,Commercial,800,"DRUM, RED",Public,261
1977,SOUTH CAROLINA,Commercial,600,GRUNTS,Public,176
1977,SOUTH CAROLINA,Commercial,100,"MACKEREL, SPANISH",Public,17
1977,SOUTH CAROLINA,Commercial,100,MENHADEN,Public,7
1977,SOUTH CAROLINA,Commercial,900,OCTOPUS,Public,301
1977,SOUTH CAROLINA,Commercial,100,"POMPANO, FLORIDA",Public,33
1977,SOUTH CAROLINA,Commercial,600,"SEATROUT, SPOTTED",Public,230
1977,TEXAS,Commercial,800,"POMPANO, FLORIDA",Public,522
1977,VIRGINIA,Commercial,800,"COD, ATLANTIC",Public,347
1977,VIRGINIA,Commercial,200,CRABS,Public,96
1977,VIRGINIA,Commercial,300,"DRUM, RED",Public,33
1977,VIRGINIA,Commercial,700,"FLOUNDER, WINDOWPANE",Public,35
1977,VIRGINIA,Commercial,200,GARS,Public,7
1977,VIRGINIA,Commercial,100,"HAKE, RED",Public,15
1977,VIRGINIA,Commercial,100,"HERRING, SEA, ATLANTIC",Public,11
1977,VIRGINIA,Commercial,800,"PERCH, YELLOW",Public,90
1977,VIRGINIA,Commercial,100,PIGFISH,Public,21
1977,VIRGINIA,Commercial,700,POLLOCK,Public,86
1977,VIRGINIA,Commercial,300,"POMPANO, FLORIDA",Public,155
1977,VIRGINIA,Commercial,100,"SHARKS, UNCLASSIFIED",Public,2
1977,VIRGINIA,Commercial,100,SHEEPSHEAD,Public,5
1977,VIRGINIA,Commercial,100,"TUNA, LITTLE TUNNY",Public,37
1977,WASHINGTON,Commercial,400,"COCKLE, NUTTALL",Public,180
1977,WASHINGTON,Commercial,100,"FLOUNDER, PACIFIC, SANDDAB",Public,21
1977,WASHINGTON,Commercial,300,"MACKEREL, CHUB",Public,50
1977,WASHINGTON,Commercial,200,"SHARK, SOUPFIN",Public,10
1977,WASHINGTON,Commercial,500,SQUIDS,Public,128
1977,WASHINGTON,Commercial,100,"TUNA, YELLOWFIN",Public,41
1977,WISCONSIN,Commercial,887,"CATFISH, CHANNEL",Public,336
1977,WISCONSIN,Commercial,568,"DRUM, FRESHWATER",Public,62
1976,ALABAMA,Commercial,400,PADDLEFISH,Public,39
1976,ALASKA,Commercial,100,ABALONES,Public,601
1976,ALASKA,Commercial,800,"CLAM, PACIFIC RAZOR",Public,909
1976,ALASKA,Commercial,100,DOLLY VARDEN,Public,28
1976,ALASKA,Commercial,100,INCONNU,Public,24
1976,ALASKA,Commercial,900,"SMELT, EULACHON",Public,219
1976,CALIFORNIA,Commercial,100,"EEL, MORAYS",Public,5
1976,CALIFORNIA,Commercial,900,EELS,Public,100
1976,CALIFORNIA,Commercial,600,MOLLUSKS,Public,690
1976,CALIFORNIA,Commercial,600,OPALEYE,Public,206
1976,CALIFORNIA,Commercial,900,"WHITEFISH, OCEAN",Public,195
1976,CONNECTICUT,Commercial,700,"CARP, COMMON",Public,70
1976,CONNECTICUT,Commercial,300,"SHARKS, UNCLASSIFIED",Public,38
1976,DELAWARE,Commercial,300,ALEWIFE,Public,12
1976,DELAWARE,Commercial,800,"HAKE, WHITE",Public,168
1976,DELAWARE,Commercial,300,"MACKEREL, ATLANTIC",Public,24
1976,DELAWARE,Commercial,300,"PERCH, YELLOW",Public,60
1976,DELAWARE,Commercial,800,TAUTOG,Public,64
1976,FLORIDA,Commercial,600,ALEWIFE,Public,138
1976,FLORIDA,Commercial,600,ALEWIFE,Public,138
1976,FLORIDA,Commercial,900,LADYFISH,Public,49
1976,FLORIDA,Commercial,900,LADYFISH,Public,49
1976,GEORGIA,Commercial,200,BLUEFISH,Public,53
1976,GEORGIA,Commercial,300,"CARP, COMMON",Public,43
1976,GEORGIA,Commercial,100,"POMPANO, FLORIDA",Public,55
1976,GEORGIA,Commercial,600,"SHAD, HICKORY",Public,250
1976,GEORGIA,Commercial,200,SUCKERS,Public,20
1976,LOUISIANA,Commercial,400,COBIA,Public,23
1976,LOUISIANA,Commercial,900,PADDLEFISH,Public,89
1976,LOUISIANA,Commercial,100,"SAWFISH, SMALLTOOTH",Public,10
1976,LOUISIANA,Commercial,100,SQUIDS,Public,15
1976,LOUISIANA,Commercial,700,TRIPLETAIL,Public,72
1976,MAINE,Commercial,400,BLUEFISH,Public,92
1976,MAINE,Commercial,100,"FLOUNDER, SUMMER",Public,14
1976,MARYLAND,Commercial,900,"CLAM, OCEAN QUAHOG",Public,312
1976,MARYLAND,Commercial,400,"DRUM, BLACK",Public,36
1976,MARYLAND,Commercial,300,"FLOUNDER, WINTER",Public,50
1976,MARYLAND,Commercial,100,HOGCHOKER,Public,2
1976,MARYLAND,Commercial,400,KINGFISHES,Public,87
1976,MARYLAND,Commercial,400,"MACKEREL, SPANISH",Public,88
1976,MARYLAND,Commercial,200,SUCKERS,Public,16
1976,MARYLAND,Commercial,200,TAUTOG,Public,10
1976,MASSACHUSETTS,Commercial,400,"CRAB, ATLANTIC ROCK",Public,60
1976,MASSACHUSETTS,Commercial,100,"CROAKER, ATLANTIC",Public,21
1976,MASSACHUSETTS,Commercial,100,SEAROBINS,Public,19
1976,MASSACHUSETTS,Commercial,200,TUNAS,Public,123
1976,MICHIGAN,Commercial,884,BOWFIN,Public,68
1976,MINNESOTA,Commercial,794,"WHITEFISH, LAKE",Public,402
1976,MISSISSIPPI,Commercial,800,SQUIDS,Public,205
1976,MISSISSIPPI,Commercial,800,SQUIDS,Public,205
1976,MISSISSIPPI,Commercial,900,TRIPLETAIL,Public,145
1976,MISSISSIPPI,Commercial,900,TRIPLETAIL,Public,145
1976,NEW HAMPSHIRE,Commercial,400,"HALIBUT, ATLANTIC",Public,424
1976,NEW HAMPSHIRE,Commercial,400,"MACKEREL, ATLANTIC",Public,83
1976,NEW HAMPSHIRE,Commercial,600,STURGEONS,Public,109
1976,NEW JERSEY,Commercial,100,CUNNER,Public,3
1976,NEW JERSEY,Commercial,900,"FLOUNDER, WINDOWPANE",Public,88
1976,NEW JERSEY,Commercial,200,KINGFISHES,Public,21
1976,NEW JERSEY,Commercial,900,POLLOCK,Public,155
1976,NEW JERSEY,Commercial,200,SKATES,Public,16
1976,NEW JERSEY,Commercial,400,"TUNA, LITTLE TUNNY",Public,74
1976,NEW JERSEY,Commercial,800,"TURTLE, TERRAPIN",Public,471
1976,NEW JERSEY,Commercial,700,TURTLES,Public,65
1976,NEW YORK,Commercial,100,CUNNER,Public,10
1976,NEW YORK,Commercial,600,"FLOUNDER, AMERICAN PLAICE",Public,148
1976,NEW YORK,Commercial,53,"HERRING, LAKE OR CISCO",Public,21
1976,NEW YORK,Commercial,600,"MACKEREL, SPANISH",Public,108
1976,NEW YORK,Commercial,500,"PERCH, YELLOW",Public,125
1976,NEW YORK,Commercial,100,"SALMON, ATLANTIC",Public,16
1976,NEW YORK,Commercial,700,SUCKERS,Public,218
1976,NEW YORK,Commercial,700,"TUNA, BLUEFIN",Public,276
1976,NEW YORK,Commercial,200,"TURTLE, SNAPPING",Public,56
1976,NEW YORK,Commercial,900,"WALLEYE, OTHER",Public,135
1976,NEW YORK,Commercial,400,"WOLFFISH, ATLANTIC",Public,60
1976,NEW YORK,Commercial,800,,Public,600
1976,NORTH CAROLINA,Commercial,500,GRUNTS,Public,71
1976,NORTH CAROLINA,Commercial,300,OCTOPUS,Public,181
1976,OREGON,Commercial,200,"CLAM, BUTTER",Public,164
1976,OREGON,Commercial,100,"CLAM, PACIFIC LITTLENECK",Public,273
1976,OREGON,Commercial,200,"CLAM, SOFTSHELL",Public,458
1976,OREGON,Commercial,100,"COCKLE, NUTTALL",Public,52
1976,OREGON,Commercial,800,"LAMPREY, SEA",Public,72
1976,OREGON,Commercial,200,"MUSSEL, BLUE",Public,60
1976,OREGON,Commercial,400,"SALMON, SOCKEYE",Public,401
1976,OREGON,Commercial,300,SMELTS,Public,35
1976,OREGON,Commercial,300,WOLF-EEL,Public,285
1976,PENNSYLVANIA,Commercial,130,BURBOT,Public,7
1976,PENNSYLVANIA,Commercial,6,"CARP, COMMON",Public,1
1976,PENNSYLVANIA,Commercial,945,"CATFISH, CHANNEL",Public,318
1976,PENNSYLVANIA,Commercial,638,SUCKERS,Public,34
1976,PENNSYLVANIA,Commercial,268,"TROUT, LAKE",Public,176
1976,PENNSYLVANIA,Commercial,28,"WHITEFISH, LAKE",Public,22
1976,RHODE ISLAND,Commercial,300,"MACKEREL, FRIGATE",Public,94
1976,RHODE ISLAND,Commercial,500,TUNAS,Public,605
1976,SOUTH CAROLINA,Commercial,500,AMBERJACK,Public,106
1976,SOUTH CAROLINA,Commercial,800,BLUEFISH,Public,180
1976,SOUTH CAROLINA,Commercial,100,PIGFISH,Public,43
1976,SOUTH CAROLINA,Commercial,500,SHEEPSHEAD,Public,145
1976,VIRGINIA,Commercial,700,"FLOUNDER, AMERICAN PLAICE",Public,34
1976,VIRGINIA,Commercial,100,"FLOUNDER, WITCH",Public,10
1976,VIRGINIA,Commercial,200,GOOSEFISH,Public,54
1976,VIRGINIA,Commercial,200,"HAKE, RED",Public,9
1976,VIRGINIA,Commercial,200,"HERRING, SEA, ATLANTIC",Public,10
1976,VIRGINIA,Commercial,400,SAND PERCH,Public,26
1976,VIRGINIA,Commercial,400,SPADEFISHES,Public,20
1976,WASHINGTON,Commercial,400,"SHARKS, UNCLASSIFIED",Public,3
1976,WISCONSIN,Commercial,353,"CATFISH, CHANNEL",Public,133
1975,ALABAMA,Commercial,100,"CATFISHES-BULLHEADS, OTHER",Public,36
1975,ALABAMA,Commercial,100,"LOBSTER, CARIBBEAN SPINY",Public,89
1975,ALABAMA,Commercial,100,PADDLEFISH,Public,12
1975,ALASKA,Commercial,600,INCONNU,Public,149
1975,CALIFORNIA,Commercial,800,EELS,Public,75
1975,CALIFORNIA,Commercial,300,SUCKERS,Public,120
1975,CONNECTICUT,Commercial,300,"FLOUNDER, AMERICAN PLAICE",Public,93
1975,CONNECTICUT,Commercial,100,"HAKE, RED",Public,6
1975,CONNECTICUT,Commercial,300,STURGEONS,Public,56
1975,DELAWARE,Commercial,600,ALEWIFE,Public,24
1975,DELAWARE,Commercial,200,"BUTTERFISH, UNCLASSIFIED",Public,67
1975,DELAWARE,Commercial,300,"DRUM, BLACK",Public,28
1975,DELAWARE,Commercial,200,"DRUM, RED",Public,25
1975,DELAWARE,Commercial,800,"HERRING, SEA, ATLANTIC",Public,40
1975,DELAWARE,Commercial,100,"MACKEREL, ATLANTIC",Public,10
1975,DELAWARE,Commercial,500,"PERCH, YELLOW",Public,90
1975,DELAWARE,Commercial,800,TAUTOG,Public,40
1975,FLORIDA,Commercial,100,SNAILS (CONCHS),Public,86
1975,FLORIDA,Commercial,100,SNAILS (CONCHS),Public,86
1975,GEORGIA,Commercial,400,BLUEFISH,Public,91
1975,GEORGIA,Commercial,700,FINFISH,Public,104
1975,GEORGIA,Commercial,600,SUCKERS,Public,83
1975,ILLINOIS,Commercial,832,BURBOT,Public,399
1975,ILLINOIS,Commercial,19,"HERRING, LAKE OR CISCO",Public,14
1975,INDIANA,Commercial,780,CHUBS,Public,387
1975,INDIANA,Commercial,178,"WHITEFISH, LAKE",Public,99
1975,LOUISIANA,Commercial,600,COBIA,Public,48
1975,LOUISIANA,Commercial,400,PADDLEFISH,Public,42
1975,LOUISIANA,Commercial,100,"SAWFISH, SMALLTOOTH",Public,10
1975,LOUISIANA,Commercial,900,"SHRIMP, FW",Public,420
1975,LOUISIANA,Commercial,100,"TURTLE, GREEN SEA",Public,27
1975,MAINE,Commercial,500,"BASS, STRIPED",Public,219
1975,MAINE,Commercial,300,"SALMON, ATLANTIC",Public,342
1975,MARYLAND,Commercial,200,"FLOUNDER, WINTER",Public,69
1975,MARYLAND,Commercial,800,HOGCHOKER,Public,17
1975,MARYLAND,Commercial,400,"MACKEREL, SPANISH",Public,68
1975,MARYLAND,Commercial,500,TAUTOG,Public,21
1975,MASSACHUSETTS,Commercial,900,OCEAN POUT,Public,250
1975,MICHIGAN,Commercial,440,"SHAD, GIZZARD",Public,21
1975,MINNESOTA,Commercial,468,"WHITEFISH, LAKE",Public,228
1975,NEW HAMPSHIRE,Commercial,300,"MACKEREL, ATLANTIC",Public,25
1975,NEW HAMPSHIRE,Commercial,500,"SHAD, AMERICAN",Public,50
1975,NEW HAMPSHIRE,Commercial,500,STURGEONS,Public,146
1975,NEW JERSEY,Commercial,700,"CRAB, HORSESHOE",Public,107
1975,NEW JERSEY,Commercial,200,CUNNER,Public,11
1975,NEW JERSEY,Commercial,100,"FLOUNDER, WINDOWPANE",Public,11
1975,NEW JERSEY,Commercial,100,"JACK, CREVALLE",Public,4
1975,NEW JERSEY,Commercial,600,SEAROBINS,Public,36
1975,NEW JERSEY,Commercial,600,"TURTLE, SLIDERS",Public,55
1975,NEW JERSEY,Commercial,700,"TURTLE, TERRAPIN",Public,391
1975,NEW YORK,Commercial,400,CATFISHES-BULLHEADS,Public,103
1975,NEW YORK,Commercial,900,HADDOCK,Public,388
1975,NEW YORK,Commercial,52,"HERRING, LAKE OR CISCO",Public,20
1975,NEW YORK,Commercial,200,KINGFISHES,Public,63
1975,NEW YORK,Commercial,400,"MACKEREL, SPANISH",Public,60
1975,NEW YORK,Commercial,400,"PERCH, YELLOW",Public,80
1975,NEW YORK,Commercial,300,"TOMCOD, ATLANTIC",Public,30
1975,NEW YORK,Commercial,500,"WOLFFISH, ATLANTIC",Public,40
1975,OREGON,Commercial,100,"CLAM, SOFTSHELL",Public,103
1975,OREGON,Commercial,700,"MUSSEL, BLUE",Public,185
1975,OREGON,Commercial,900,"SHARK, SOUPFIN",Public,188
1975,PENNSYLVANIA,Commercial,193,"BULLHEAD, BROWN",Public,51
1975,PENNSYLVANIA,Commercial,600,BURBOT,Public,93
1975,PENNSYLVANIA,Commercial,47,"TROUT, LAKE",Public,6
1975,PENNSYLVANIA,Commercial,672,"WHITEFISH, LAKE",Public,395
1975,RHODE ISLAND,Commercial,100,FLATFISH,Public,13
1975,RHODE ISLAND,Commercial,600,"HALIBUT, ATLANTIC",Public,515
1975,RHODE ISLAND,Commercial,900,"MACKEREL, SPANISH",Public,307
1975,SOUTH CAROLINA,Commercial,100,AMBERJACK,Public,50
1975,SOUTH CAROLINA,Commercial,700,"CARP, COMMON",Public,84
1975,SOUTH CAROLINA,Commercial,300,"DRUM, BLACK",Public,66
1975,SOUTH CAROLINA,Commercial,200,FINFISH,Public,30
1975,SOUTH CAROLINA,Commercial,100,GRUNTS,Public,21
1975,SOUTH CAROLINA,Commercial,100,SHEEPSHEAD,Public,8
1975,SOUTH CAROLINA,Commercial,200,"TILEFISH, GOLDEN",Public,70
1975,VIRGINIA,Commercial,300,"COD, ATLANTIC",Public,54
1975,VIRGINIA,Commercial,300,"CRAB, ATLANTIC ROCK",Public,32
1975,VIRGINIA,Commercial,900,"CRAB, DEEPSEA RED",Public,213
1975,VIRGINIA,Commercial,100,FLATFISH,Public,7
1975,VIRGINIA,Commercial,800,"FLOUNDER, AMERICAN PLAICE",Public,61
1975,VIRGINIA,Commercial,400,"FLOUNDER, WINTER",Public,70
1975,VIRGINIA,Commercial,100,GARS,Public,4
1975,VIRGINIA,Commercial,300,"HAKE, RED",Public,27
1975,VIRGINIA,Commercial,700,"PERCH, YELLOW",Public,126
1975,VIRGINIA,Commercial,500,"POMPANO, FLORIDA",Public,282
1975,VIRGINIA,Commercial,100,"PUFFER, NOTHERN",Public,5
1975,VIRGINIA,Commercial,800,SAND PERCH,Public,69
1975,VIRGINIA,Commercial,100,"SHRIMP, MARINE, OTHER",Public,183
1975,WASHINGTON,Commercial,600,RATFISH SPOTTED,Public,6
1975,WASHINGTON,Commercial,400,SQUIDS,Public,39
1974,ALABAMA,Commercial,700,"CATFISHES-BULLHEADS, OTHER",Public,179
1974,ALABAMA,Commercial,800,"LOBSTER, CARIBBEAN SPINY",Public,615
1974,ALASKA,Commercial,600,"WHITEFISH, OCEAN",Public,131
1974,CALIFORNIA,Commercial,300,EELS,Public,17
1974,CALIFORNIA,Commercial,800,MULLETS,Public,350
1974,CALIFORNIA,Commercial,900,"SALMON, PINK",Public,700
1974,CONNECTICUT,Commercial,300,"CLAM, SOFTSHELL",Public,300
1974,CONNECTICUT,Commercial,100,"FLOUNDER, WITCH",Public,23
1974,CONNECTICUT,Commercial,300,"HAKE, WHITE",Public,30
1974,CONNECTICUT,Commercial,800,"MUSSEL, BLUE",Public,188
1974,CONNECTICUT,Commercial,300,POLLOCK,Public,30
1974,CONNECTICUT,Commercial,200,STURGEONS,Public,30
1974,DELAWARE,Commercial,300,ALEWIFE,Public,9
1974,DELAWARE,Commercial,200,"BUTTERFISH, UNCLASSIFIED",Public,51
1974,DELAWARE,Commercial,100,KINGFISHES,Public,13
1974,DELAWARE,Commercial,600,"PERCH, YELLOW",Public,120
1974,FLORIDA,Commercial,300,BARRACUDAS,Public,3
1974,FLORIDA,Commercial,300,BARRACUDAS,Public,3
1974,FLORIDA,Commercial,700,WAHOO,Public,185
1974,FLORIDA,Commercial,700,WAHOO,Public,185
1974,GEORGIA,Commercial,500,"MACKEREL, SPANISH",Public,73
1974,GEORGIA,Commercial,300,"SHAD, HICKORY",Public,110
1974,INDIANA,Commercial,62,"CATFISH, CHANNEL",Public,39
1974,INDIANA,Commercial,77,"TROUT, BROWN",Public,42
1974,LOUISIANA,Commercial,300,"GROUPER, GOLIATH",Public,21
1974,LOUISIANA,Commercial,200,"SHARKS, UNCLASSIFIED",Public,10
1974,LOUISIANA,Commercial,300,"TUNA, YELLOWFIN",Public,13
1974,MAINE,Commercial,200,"CLAM, QUAHOG",Public,169
1974,MAINE,Commercial,100,"FLOUNDER, SUMMER",Public,16
1974,MAINE,Commercial,100,"SALMON, ATLANTIC",Public,84
1974,MAINE,Commercial,500,"SHAD, AMERICAN",Public,69
1974,MAINE,Commercial,400,STURGEONS,Public,75
1974,MAINE,Commercial,500,"TILEFISH, GOLDEN",Public,168
1974,MARYLAND,Commercial,100,"MACKEREL, SPANISH",Public,16
1974,MARYLAND,Commercial,800,SUCKERS,Public,38
1974,MARYLAND,Commercial,300,TAUTOG,Public,30
1974,MASSACHUSETTS,Commercial,300,"FLOUNDER, WINDOWPANE",Public,13
1974,MASSACHUSETTS,Commercial,400,SCULPINS,Public,84
1974,MASSACHUSETTS,Commercial,700,SEAROBINS,Public,36
1974,MASSACHUSETTS,Commercial,700,"SMELT, RAINBOW",Public,350
1974,MASSACHUSETTS,Commercial,300,TUNAS,Public,119
1974,MICHIGAN,Commercial,227,"BASS, ROCK",Public,39
1974,MICHIGAN,Commercial,744,BOWFIN,Public,48
1974,MICHIGAN,Commercial,37,"SHAD, GIZZARD",Public,1
1974,MISSISSIPPI,Commercial,200,"POMPANO, FLORIDA",Public,81
1974,MISSISSIPPI,Commercial,200,"POMPANO, FLORIDA",Public,81
1974,NEW HAMPSHIRE,Commercial,300,STURGEONS,Public,63
1974,NEW JERSEY,Commercial,600,AMBERJACK,Public,39
1974,NEW JERSEY,Commercial,300,CUNNER,Public,13
1974,NEW JERSEY,Commercial,400,HADDOCK,Public,125
1974,NEW JERSEY,Commercial,500,"JACK, CREVALLE",Public,27
1974,NEW JERSEY,Commercial,900,KINGFISHES,Public,98
1974,NEW JERSEY,Commercial,300,"MACKEREL, KING AND CERO",Public,46
1974,NEW JERSEY,Commercial,100,"REDFISH, ACADIAN",Public,11
1974,NEW JERSEY,Commercial,700,"SHARK, DOGFISH",Public,41
1974,NEW JERSEY,Commercial,600,"TURTLE, SLIDERS",Public,60
1974,NEW JERSEY,Commercial,500,"TURTLE, TERRAPIN",Public,250
1974,NEW YORK,Commercial,75,"HERRING, LAKE OR CISCO",Public,32
1974,NEW YORK,Commercial,900,KINGFISHES,Public,163
1974,NEW YORK,Commercial,100,TARPON,Public,16
1974,NEW YORK,Commercial,800,"TOMCOD, ATLANTIC",Public,62
1974,NEW YORK,Commercial,700,TUNAS,Public,130
1974,NEW YORK,Commercial,500,"WALLEYE, OTHER",Public,75
1974,NEW YORK,Commercial,141,"WHITEFISH, LAKE",Public,111
1974,OREGON,Commercial,100,"CLAM, BUTTER",Public,91
1974,OREGON,Commercial,200,"CLAM, SOFTSHELL",Public,239
1974,OREGON,Commercial,500,"MACKEREL, CHUB",Public,56
1974,OREGON,Commercial,100,"MUSSEL, BLUE",Public,19
1974,PENNSYLVANIA,Commercial,32,"BULLHEAD, BROWN",Public,9
1974,PENNSYLVANIA,Commercial,71,"CATFISH, CHANNEL",Public,18
1974,PENNSYLVANIA,Commercial,749,"WHITEFISH, LAKE",Public,567
1974,RHODE ISLAND,Commercial,800,CUSK,Public,79
1974,RHODE ISLAND,Commercial,100,FLATFISH,Public,63
1974,RHODE ISLAND,Commercial,100,"HALIBUT, ATLANTIC",Public,40
1974,RHODE ISLAND,Commercial,600,KINGFISHES,Public,88
1974,SOUTH CAROLINA,Commercial,300,BLUEFISH,Public,47
1974,SOUTH CAROLINA,Commercial,500,"DRUM, BLACK",Public,135
1974,SOUTH CAROLINA,Commercial,100,"POMPANO, FLORIDA",Public,27
1974,VIRGINIA,Commercial,100,"COD, ATLANTIC",Public,15
1974,VIRGINIA,Commercial,200,"CRAB, DEEPSEA RED",Public,59
1974,VIRGINIA,Commercial,100,FLATFISH,Public,8
1974,VIRGINIA,Commercial,900,"FLOUNDER, WINTER",Public,176
1974,VIRGINIA,Commercial,100,"FLOUNDER, YELLOWTAIL",Public,9
1974,VIRGINIA,Commercial,700,GARS,Public,15
1974,VIRGINIA,Commercial,500,GOOSEFISH,Public,68
1974,VIRGINIA,Commercial,900,"PUFFER, NOTHERN",Public,88
1974,VIRGINIA,Commercial,100,SUNFISHES,Public,24
1974,WASHINGTON,Commercial,800,"SHARKS, UNCLASSIFIED",Public,28
1973,ALABAMA,Commercial,100,PADDLEFISH,Public,7
1973,CALIFORNIA,Commercial,600,CRUSTACEANS,Public,89
1973,CONNECTICUT,Commercial,700,"BASS, BLACK SEA",Public,365
1973,CONNECTICUT,Commercial,400,FLATFISH,Public,38
1973,CONNECTICUT,Commercial,700,"FLOUNDER, WITCH",Public,166
1973,CONNECTICUT,Commercial,600,SEAROBINS,Public,30
1973,CONNECTICUT,Commercial,200,"SHARK, DOGFISH",Public,10
1973,DELAWARE,Commercial,700,ALEWIFE,Public,15
1973,DELAWARE,Commercial,400,"BUTTERFISH, UNCLASSIFIED",Public,51
1973,DELAWARE,Commercial,900,"DRUM, RED",Public,122
1973,DELAWARE,Commercial,100,"FLOUNDER, SUMMER",Public,18
1973,DELAWARE,Commercial,700,"HAKE, RED",Public,34
1973,DELAWARE,Commercial,300,"PERCH, YELLOW",Public,60
1973,FLORIDA,Commercial,100,BARRACUDAS,Public,15
1973,FLORIDA,Commercial,100,BARRACUDAS,Public,15
1973,FLORIDA,Commercial,700,BOWFIN,Public,98
1973,FLORIDA,Commercial,700,BOWFIN,Public,98
1973,FLORIDA,Commercial,100,STURGEONS,Public,11
1973,FLORIDA,Commercial,100,STURGEONS,Public,11
1973,GEORGIA,Commercial,100,FINFISH,Public,14
1973,GEORGIA,Commercial,200,"MULLET, STRIPED (LIZA)",Public,18
1973,GEORGIA,Commercial,200,SCUPS OR PORGIES,Public,67
1973,GEORGIA,Commercial,200,"SEATROUT, WEAKFISH",Public,20
1973,GEORGIA,Commercial,100,"SNAPPER, VERMILION",Public,93
1973,ILLINOIS,Commercial,38,"HERRING, LAKE OR CISCO",Public,13
1973,ILLINOIS,Commercial,318,"SALMON, COHO",Public,187
1973,ILLINOIS,Commercial,365,SUCKERS,Public,59
1973,ILLINOIS,Commercial,283,"WHITEFISH, LAKE",Public,171
1973,INDIANA,Commercial,68,"CATFISH, CHANNEL",Public,44
1973,INDIANA,Commercial,228,"SALMON, COHO",Public,130
1973,INDIANA,Commercial,888,"WHITEFISH, LAKE",Public,315
1973,LOUISIANA,Commercial,300,BLUEFISH,Public,31
1973,LOUISIANA,Commercial,100,"SAWFISH, SMALLTOOTH",Public,7
